name,age,height_cm,body_type,job_type,salary_lpa,family_networth,family_occupation,religion,cast,nri,fairness,dowry
Rudra Prabhakar,48,189,slim,self employee,26.01,454.29,politics,buddhist,obc,yes,fair,57.62
Gabriel Ramanathan,46,164,heavy,startup,9.12,440.86,business,jain,sc,no,bark,131.88
Chandran Acharya,41,174,heavy,government job,21.41,408.18,agriculture,jain,sc,yes,wheatish,81.9
Om Bora,37,187,athletic,private job,19.88,43.88,politics,jain,obc,yes,wheatish,133.26
Rohan Singhal,39,156,heavy,startup,11.4,221.91,service,jain,general,no,wheatish,132.49
Darpan Dalal,34,198,slim,private job,18.75,310.96,professional,sikh,sc,no,wheatish,145.72
Fitan Viswanathan,28,187,slim,startup,17.21,187.3,business,christin,sc,no,bark,116.74
Mohammed Ravi,45,157,avrage,startup,6.57,28.87,agriculture,christin,st,no,very fair,140.93
Maanav Dhaliwal,46,187,heavy,government job,37.16,17.55,politics,jain,obc,no,very fair,16.02
Balendra Reddy,27,158,slim,self employee,20.35,19.6,politics,jain,obc,yes,wheatish,22.35
Manan Ramakrishnan,38,184,athletic,private job,34.39,244.31,professional,jain,general,yes,wheatish,48.7
Ronith Rajagopal,30,194,slim,business,30.02,198.72,business,muslim,st,yes,wheatish,52.8
Hardik Dayal,37,167,slim,self employee,24.88,488.0,business,hindu,st,yes,bark,72.12
Laksh Singh,28,180,heavy,startup,11.26,358.8,professional,jain,general,yes,wheatish,39.09
Frederick Badami,25,191,heavy,self employee,21.8,465.31,service,christin,obc,yes,very fair,54.23
Ayaan Soni,46,162,athletic,self employee,6.51,453.34,service,muslim,general,no,fair,117.89
Mason Khurana,48,164,slim,government job,7.94,371.97,business,jain,obc,yes,very fair,114.42
Omkaar Prasad,21,179,avrage,startup,21.78,35.13,politics,jain,obc,yes,bark,124.1
Azad Sehgal,27,162,slim,business,30.2,202.85,agriculture,buddhist,general,yes,bark,104.73
Yuvraj Ravel,41,173,avrage,private job,33.36,401.12,business,christin,sc,no,bark,130.22
Wridesh Pradhan,24,196,slim,startup,33.0,217.67,agriculture,jain,general,yes,bark,127.9
Wridesh Chandra,31,199,avrage,business,28.94,273.27,professional,muslim,st,no,wheatish,69.58
Farhan Mangat,40,190,athletic,government job,4.29,77.84,business,christin,st,yes,fair,43.35
Qadim Solanki,48,199,slim,government job,14.09,18.14,politics,jain,obc,no,bark,122.81
Arin Tara,42,177,slim,private job,14.73,186.03,service,muslim,obc,yes,fair,31.1
Farhan Kata,37,189,heavy,self employee,39.24,306.37,business,christin,general,no,very fair,93.87
Sathvik Sahota,42,200,slim,private job,19.51,102.61,professional,christin,sc,yes,bark,102.26
Hemang Ben,24,198,heavy,private job,36.23,424.46,professional,christin,st,no,wheatish,120.61
Siddharth D’Alia,32,160,heavy,government job,8.35,411.85,agriculture,christin,sc,yes,very fair,51.07
Arjun Natarajan,43,176,athletic,government job,28.7,164.82,business,sikh,st,no,bark,110.62
Warjas Nazareth,25,159,athletic,startup,25.41,176.35,agriculture,buddhist,st,no,very fair,72.2
Banjeet Patel,46,165,athletic,self employee,33.24,48.55,politics,christin,st,yes,bark,131.82
Frederick Hari,22,193,slim,private job,26.1,74.71,politics,muslim,general,no,wheatish,140.13
Maanav Bala,31,192,avrage,private job,25.45,276.42,politics,jain,general,yes,wheatish,23.93
Advik Dhar,41,165,athletic,startup,3.78,323.48,politics,buddhist,obc,yes,bark,72.0
Joshua Ratta,45,200,heavy,private job,27.75,217.84,professional,muslim,sc,no,wheatish,68.68
Onkar Behl,45,195,slim,private job,29.83,264.18,agriculture,christin,general,yes,wheatish,136.0
Abeer Narain,28,186,athletic,self employee,38.85,301.62,professional,buddhist,st,no,wheatish,100.96
Krish Talwar,25,196,heavy,private job,36.4,403.65,agriculture,jain,general,no,fair,105.76
Noah Jhaveri,24,169,slim,government job,9.66,402.49,service,jain,general,yes,bark,119.4
Viraj Memon,37,175,athletic,private job,23.13,478.76,agriculture,buddhist,st,no,bark,82.74
Xavier Mander,22,187,avrage,private job,39.74,386.1,business,christin,st,no,wheatish,114.1
Shaurya Parikh,38,178,avrage,business,32.25,286.76,professional,muslim,st,no,wheatish,104.41
Ranveer Sawhney,42,181,avrage,government job,15.78,359.48,professional,hindu,general,yes,fair,148.85
Yug Naidu,39,177,avrage,government job,32.65,379.48,agriculture,sikh,st,no,bark,107.03
Ranbir Wason,43,167,athletic,startup,38.19,77.21,business,buddhist,st,no,fair,137.16
Rehaan Cheema,27,188,athletic,self employee,38.34,344.7,agriculture,hindu,general,no,fair,61.67
Advay Gola,29,197,heavy,government job,16.8,372.41,professional,christin,sc,no,wheatish,49.43
Samesh Johal,42,166,athletic,self employee,30.42,264.25,professional,hindu,sc,no,fair,136.06
Anirudh Dhawan,45,196,avrage,business,14.83,424.26,agriculture,muslim,sc,yes,fair,25.01
Owen Virk,41,160,athletic,startup,15.4,472.28,professional,muslim,sc,yes,very fair,60.97
Isaac Natt,40,155,heavy,startup,18.0,165.35,service,sikh,st,no,bark,91.29
Pranit Choudhry,40,185,avrage,government job,24.15,219.78,business,muslim,sc,no,bark,81.59
Timothy Wali,21,174,avrage,startup,8.69,184.44,politics,muslim,st,yes,wheatish,71.68
Ikbal Dara,24,198,avrage,government job,13.96,157.08,professional,christin,obc,yes,fair,16.74
Rishi Sengupta,39,163,slim,self employee,18.49,156.62,agriculture,sikh,general,yes,very fair,115.87
Indrajit Ahuja,27,192,avrage,government job,9.82,341.88,professional,sikh,sc,yes,fair,77.31
Finn Venkataraman,39,174,athletic,private job,33.03,238.85,politics,hindu,st,yes,very fair,139.25
Balvan Mand,44,156,heavy,self employee,5.13,410.5,professional,hindu,st,yes,fair,65.95
Harish Rajagopal,31,165,heavy,private job,3.71,391.35,professional,sikh,sc,no,bark,44.8
Michael Mohanty,45,161,athletic,private job,4.66,355.4,business,jain,st,no,very fair,97.41
Joshua Yogi,44,187,heavy,startup,32.45,311.71,business,sikh,general,yes,bark,74.3
Tanay Sama,46,193,slim,self employee,37.51,209.12,professional,christin,general,no,bark,132.29
Aarav Chand,31,179,slim,startup,20.29,37.47,business,sikh,obc,no,wheatish,125.24
Anmol Sampath,26,155,heavy,private job,18.65,87.09,service,christin,obc,yes,wheatish,85.92
Ranbir Patla,37,160,avrage,business,36.52,354.4,politics,jain,st,no,very fair,99.48
Sathvik Varty,47,182,heavy,government job,8.8,85.52,agriculture,buddhist,obc,yes,fair,144.58
Tarak Aurora,21,168,slim,startup,25.28,112.82,politics,muslim,obc,no,fair,144.13
Ethan Ganesh,31,172,avrage,self employee,34.13,180.3,agriculture,christin,st,yes,very fair,92.96
Mitesh Lanka,33,174,athletic,government job,12.03,443.69,professional,hindu,sc,no,very fair,84.83
Abhiram Karpe,44,157,heavy,self employee,33.18,424.29,politics,muslim,obc,no,bark,22.16
Simon Dubey,43,186,avrage,private job,27.94,15.39,professional,buddhist,obc,no,wheatish,32.08
Manthan Lalla,26,172,slim,private job,38.79,164.65,business,sikh,obc,yes,wheatish,14.44
Warinder Chandra,41,165,slim,private job,5.1,316.72,professional,sikh,sc,no,fair,92.7
Aayush Ratta,48,182,avrage,startup,11.85,324.59,professional,muslim,general,yes,wheatish,136.43
Christopher Biswas,37,191,athletic,startup,39.78,46.81,professional,muslim,general,yes,bark,112.51
Imaran Natt,33,173,athletic,business,14.65,89.5,agriculture,buddhist,general,no,wheatish,147.1
Ronith Chana,48,195,heavy,business,6.46,244.63,politics,muslim,obc,yes,bark,100.15
Samar Kade,34,181,athletic,business,29.17,178.51,politics,muslim,st,yes,very fair,124.15
Agastya Shah,26,187,athletic,business,7.64,387.26,professional,buddhist,sc,no,very fair,50.81
Upkaar Parikh,45,172,heavy,business,4.94,280.83,service,sikh,obc,yes,wheatish,95.46
Maanas Lala,38,196,athletic,private job,11.31,373.99,business,muslim,obc,no,very fair,52.1
Anay Palla,44,155,slim,private job,35.77,84.98,professional,jain,obc,no,very fair,112.45
Gaurav Sachar,43,199,athletic,government job,7.71,250.14,service,jain,sc,yes,very fair,43.68
Andrew Sachdeva,37,184,avrage,self employee,17.6,180.26,professional,hindu,sc,yes,very fair,26.98
Chandran Varty,33,165,slim,business,23.94,226.49,business,hindu,obc,yes,very fair,92.84
Ranbir Chokshi,25,196,athletic,government job,10.57,176.72,service,muslim,obc,no,bark,81.91
Bakhshi Srinivasan,32,156,athletic,business,26.34,226.31,business,buddhist,st,yes,wheatish,71.23
Advik Seshadri,31,187,athletic,business,6.23,264.25,politics,hindu,sc,no,wheatish,14.04
Ayushman Shetty,26,176,slim,self employee,23.6,280.47,service,muslim,general,yes,wheatish,147.08
Avi Bava,42,166,slim,business,23.81,264.36,business,hindu,st,yes,bark,146.25
Maanas Bath,28,194,heavy,government job,31.19,12.26,service,sikh,obc,no,wheatish,117.43
Rushil Dave,25,186,avrage,self employee,30.25,414.3,professional,muslim,general,no,bark,50.72
Imaran Randhawa,44,188,athletic,business,5.55,373.02,agriculture,hindu,sc,yes,very fair,63.53
Vivaan Sengupta,24,159,avrage,private job,4.56,447.56,professional,jain,obc,no,wheatish,56.51
Dev Dada,35,163,avrage,private job,20.11,70.64,professional,hindu,obc,no,very fair,89.77
Owen Upadhyay,30,155,athletic,business,6.86,289.73,service,sikh,st,yes,wheatish,18.86
Fiyaz Dani,39,176,heavy,government job,12.24,363.9,business,hindu,st,no,very fair,26.95
Samuel Menon,36,184,slim,startup,25.91,271.87,service,sikh,general,yes,very fair,118.86
Balvan Hegde,44,158,athletic,government job,19.81,363.37,service,sikh,sc,yes,wheatish,112.25
Theodore Oommen,35,179,slim,private job,9.57,187.13,politics,jain,obc,yes,wheatish,139.19
Vihaan Karan,37,188,avrage,private job,26.62,434.84,agriculture,sikh,general,no,wheatish,23.98
Chatresh Prashad,41,166,athletic,self employee,17.99,166.38,business,sikh,sc,yes,very fair,56.97
Gaurav Arora,48,173,heavy,private job,27.74,99.48,politics,jain,general,yes,wheatish,67.45
Gunbir Tiwari,46,177,heavy,private job,39.81,50.68,service,christin,general,no,bark,70.98
Nicholas Dewan,28,168,slim,self employee,11.63,482.35,politics,hindu,obc,no,very fair,33.79
Thomas Memon,39,168,heavy,private job,38.18,204.01,business,muslim,st,no,very fair,118.77
Ekansh Dugar,28,170,athletic,government job,19.34,102.16,business,muslim,st,no,very fair,55.18
Liam Iyengar,29,185,athletic,startup,20.39,260.97,politics,jain,general,yes,very fair,83.63
Abhimanyu Pal,27,156,heavy,self employee,32.13,169.05,professional,hindu,general,no,wheatish,147.71
Abeer Chaudhari,38,186,slim,business,35.59,462.62,business,hindu,sc,yes,very fair,101.38
Falan Varughese,30,197,avrage,private job,14.35,350.58,agriculture,christin,general,yes,very fair,88.26
Hritik Jaggi,48,166,avrage,government job,19.29,196.35,service,jain,st,yes,bark,22.93
Fitan Pandya,27,158,slim,government job,28.47,425.43,business,sikh,general,yes,fair,11.2
Kiaan Chatterjee,31,199,slim,private job,8.71,287.24,agriculture,jain,obc,no,bark,139.41
Charan Zacharia,42,164,athletic,government job,22.64,323.36,politics,jain,general,yes,fair,75.88
Jacob Hari,33,159,slim,private job,29.02,312.97,service,christin,sc,yes,very fair,68.7
Rushil Keer,42,192,slim,startup,33.01,400.19,politics,christin,general,no,wheatish,56.23
Akshay Madan,48,165,slim,startup,38.94,181.74,professional,buddhist,st,no,fair,142.94
Elijah Bhargava,44,188,athletic,self employee,7.45,199.66,service,buddhist,sc,yes,bark,18.27
Oscar Roy,38,164,avrage,private job,27.6,414.62,agriculture,jain,obc,no,wheatish,111.74
Lakshit Pandey,33,184,heavy,business,24.62,479.29,service,hindu,st,no,very fair,24.97
Wridesh Mahajan,25,169,slim,startup,25.49,458.05,business,muslim,sc,no,wheatish,71.39
Liam Oza,27,170,athletic,government job,5.01,319.62,agriculture,sikh,sc,no,fair,32.57
Harish Pandya,39,185,avrage,business,22.41,121.18,professional,muslim,sc,yes,bark,10.82
Fiyaz Goda,32,156,athletic,business,36.55,78.74,agriculture,jain,obc,yes,wheatish,23.96
Gavin Subramaniam,44,189,avrage,private job,19.35,232.51,business,hindu,sc,yes,very fair,69.2
Karan Bhat,46,155,slim,government job,35.98,63.22,service,hindu,st,no,fair,67.66
Ojas Mahajan,39,181,avrage,self employee,31.02,181.6,business,hindu,sc,no,very fair,42.5
Hredhaan Chander,42,167,avrage,government job,28.73,445.87,business,sikh,sc,yes,bark,39.42
Faqid Varty,30,197,avrage,private job,11.47,147.11,service,jain,general,yes,bark,126.4
Upkaar Sahota,27,157,avrage,business,15.67,490.77,service,buddhist,st,no,bark,148.81
Pranav Chawla,46,177,athletic,private job,13.3,338.94,business,hindu,st,yes,very fair,110.09
Arjun Rajan,40,157,avrage,business,4.17,331.26,agriculture,christin,sc,yes,bark,143.96
Samesh Prakash,47,168,avrage,self employee,34.51,392.68,service,christin,general,yes,bark,147.94
Aarnav Dalal,37,197,athletic,business,12.74,426.12,professional,hindu,sc,yes,wheatish,31.62
Warjas Dhingra,26,198,heavy,self employee,9.94,221.91,agriculture,hindu,general,no,fair,90.74
Tejas Vasa,35,196,athletic,private job,32.72,315.38,business,hindu,sc,yes,fair,141.52
Laksh Baria,37,175,avrage,private job,16.11,433.74,professional,muslim,st,no,fair,109.76
Rehaan Shroff,45,186,avrage,startup,13.29,72.23,professional,jain,obc,no,fair,85.8
Udarsh Jani,27,155,avrage,government job,28.42,281.37,politics,buddhist,st,yes,bark,50.47
Aarav Bandi,45,188,heavy,self employee,21.53,13.86,business,hindu,general,yes,bark,119.24
Isaac Goda,32,166,avrage,startup,18.24,258.09,service,hindu,obc,yes,fair,106.16
Girik Kalla,21,188,slim,private job,27.7,418.12,agriculture,jain,general,no,wheatish,70.06
Brijesh Ahluwalia,28,189,heavy,private job,9.1,408.21,agriculture,jain,sc,yes,fair,25.6
Nakul Lata,30,167,avrage,private job,8.24,486.4,service,buddhist,sc,yes,very fair,64.4
Onkar Dara,28,200,athletic,business,30.17,275.58,professional,hindu,general,yes,bark,74.62
Chaitanya Nori,21,172,athletic,private job,24.59,306.74,service,sikh,obc,yes,wheatish,23.12
Jack Mallick,23,182,athletic,business,15.92,317.02,service,hindu,sc,no,wheatish,137.77
Ayushman Atwal,48,170,athletic,self employee,36.49,468.21,service,sikh,st,yes,very fair,125.41
Lohit Sen,46,182,avrage,business,18.38,149.7,business,muslim,obc,yes,fair,104.79
Simon Din,46,194,avrage,self employee,19.77,161.56,service,muslim,general,no,wheatish,147.86
Laban Sem,22,194,avrage,startup,31.93,377.07,politics,buddhist,obc,yes,fair,59.63
Devansh Srinivas,41,186,athletic,private job,20.95,234.05,business,jain,obc,no,fair,12.6
Siddharth Apte,33,180,heavy,self employee,8.82,423.34,business,sikh,obc,yes,fair,34.91
Daniel Natt,40,181,avrage,self employee,17.12,76.6,service,sikh,general,no,wheatish,129.04
Om Bhat,37,168,athletic,government job,24.21,451.25,professional,muslim,obc,no,fair,149.03
Amol Sane,44,180,heavy,startup,22.11,40.46,professional,muslim,sc,no,bark,111.71
Balveer Keer,47,157,slim,startup,33.11,308.38,agriculture,jain,general,no,fair,111.43
Gunbir Dutta,28,160,avrage,private job,13.13,400.5,agriculture,muslim,sc,yes,bark,84.47
Ranbir Basu,25,165,slim,self employee,14.82,206.04,professional,muslim,general,yes,bark,108.99
Yatan Anne,30,167,heavy,self employee,26.87,130.71,professional,muslim,obc,no,very fair,96.29
Naksh Chaudhari,30,155,avrage,self employee,10.16,313.42,agriculture,hindu,st,yes,fair,49.51
Tanay Pant,26,194,slim,startup,11.38,391.21,business,hindu,st,yes,very fair,126.92
George Borra,47,186,heavy,self employee,38.78,158.53,politics,sikh,general,no,fair,76.67
Wazir Buch,45,176,slim,government job,5.3,409.56,agriculture,sikh,obc,yes,wheatish,64.78
Kevin Bajwa,45,189,avrage,private job,12.73,311.96,business,muslim,st,yes,very fair,28.43
Harrison Bhatti,41,199,slim,startup,17.73,348.6,politics,buddhist,st,no,fair,65.42
Lohit Sekhon,47,156,avrage,government job,29.73,157.05,politics,sikh,st,no,wheatish,91.45
Theodore Prabhakar,30,157,athletic,private job,35.72,452.5,service,buddhist,general,yes,wheatish,100.5
Shivansh Bera,24,168,athletic,startup,30.95,461.55,service,buddhist,sc,yes,fair,64.86
Atharv D’Alia,44,195,heavy,government job,32.66,68.89,agriculture,hindu,obc,yes,fair,71.89
Fariq Mitter,41,175,heavy,business,13.07,22.57,politics,hindu,general,no,very fair,140.25
Pranit Varty,36,174,avrage,private job,7.52,479.18,politics,christin,st,no,fair,53.27
Jason Chaudhari,43,181,heavy,business,17.03,427.01,politics,sikh,sc,no,very fair,36.96
Kabir Lala,26,191,athletic,business,5.96,17.95,agriculture,jain,general,no,very fair,82.96
Anirudh Chopra,27,163,heavy,business,9.15,412.73,professional,buddhist,general,no,bark,97.62
Qadim Saraf,26,190,heavy,government job,22.27,91.45,politics,jain,st,yes,fair,133.74
Faras Krishna,31,200,slim,startup,39.35,322.17,politics,hindu,general,yes,fair,60.81
Joshua Roy,48,199,heavy,startup,18.19,84.0,agriculture,christin,obc,no,very fair,96.37
Balendra Kari,37,161,slim,startup,17.23,234.31,business,buddhist,obc,no,wheatish,34.46
Jonathan Varughese,40,184,heavy,self employee,10.89,319.41,business,hindu,st,no,wheatish,14.62
Tanay Shroff,30,164,athletic,startup,38.57,230.85,politics,muslim,sc,no,wheatish,136.75
Darsh Bala,48,176,avrage,self employee,3.87,97.61,service,christin,obc,yes,very fair,97.76
Gopal Chada,31,158,avrage,self employee,14.29,496.78,politics,muslim,st,no,wheatish,29.62
Lucky Chatterjee,37,187,avrage,self employee,25.98,301.64,politics,buddhist,sc,no,wheatish,75.3
Fiyaz Kapoor,39,161,slim,startup,25.17,205.95,service,sikh,obc,no,bark,29.35
Tejas Golla,35,166,avrage,private job,35.12,314.54,politics,muslim,st,yes,wheatish,86.02
Chandresh Gola,27,172,slim,startup,20.81,205.35,politics,hindu,st,yes,very fair,144.96
Isaac Warrior,28,161,athletic,private job,22.23,491.03,professional,jain,sc,yes,fair,115.26
Dalbir Kade,21,172,slim,private job,11.59,326.22,business,jain,obc,yes,fair,68.66
Chandran Tata,22,193,heavy,business,16.18,52.98,politics,sikh,st,yes,very fair,72.01
Jeremiah Balay,36,177,heavy,government job,16.75,155.6,politics,christin,obc,yes,fair,143.14
Isaiah Wable,27,170,heavy,private job,17.5,103.34,politics,sikh,obc,yes,wheatish,139.7
Reyansh Ganesh,37,159,slim,self employee,8.88,480.81,business,jain,obc,yes,wheatish,104.22
Kalpit Kant,32,199,avrage,business,31.31,89.97,business,christin,sc,no,wheatish,93.39
Orinder Balasubramanian,44,193,heavy,government job,39.78,235.77,agriculture,buddhist,general,no,wheatish,141.63
Warinder Sekhon,38,173,slim,self employee,34.22,300.82,business,buddhist,general,yes,fair,103.91
Manan Rao,36,197,heavy,government job,20.99,298.05,business,buddhist,general,yes,very fair,78.76
Sarthak Din,43,188,heavy,private job,30.12,236.55,politics,hindu,obc,no,bark,102.47
Yatan Setty,36,198,avrage,self employee,22.35,330.97,service,buddhist,sc,yes,very fair,15.97
Tanveer Gara,40,183,heavy,government job,8.8,76.1,professional,jain,sc,yes,wheatish,69.15
Ekapad Rastogi,27,182,avrage,self employee,9.92,348.93,politics,hindu,obc,no,bark,28.4
Rudra Baral,27,176,heavy,startup,15.86,467.54,professional,buddhist,general,no,wheatish,85.59
Isaiah Vyas,27,168,heavy,self employee,28.33,363.61,agriculture,buddhist,sc,no,very fair,50.79
